"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.6157,0.00016001,6.2739e-16,-0.20099,1,4.509,4.509,0,0
1.6151,0.00016021,7.4832e-16,-0.20005,1,4.515,4.515,0,0
1.6145,0.00016041,7.272e-16,-0.19912,1,4.521,4.521,0,0
1.6139,0.00016061,5.657e-16,-0.19818,1,4.527,4.527,0,0
1.6134,0.0001608,5.0055e-16,-0.19724,1,4.5331,4.5331,0,0
1.6128,0.00016098,6.4116e-16,-0.1963,1,4.5391,4.5391,0,0
1.6122,0.00016116,7.2777e-16,-0.19536,1,4.5451,4.5451,0,0
1.6116,0.00016133,6.9386e-16,-0.19442,1,4.5511,4.5511,0,0
1.611,0.0001615,5.7047e-16,-0.19348,1,4.5571,4.5571,0,0
1.6104,0.00016167,5.5924e-16,-0.19254,1,4.5632,4.5632,0,0
1.6099,0.00016183,6.6236e-16,-0.1916,1,4.5692,4.5692,0,0
1.6093,0.00016198,7.4579e-16,-0.19066,1,4.5752,4.5752,0,0
1.6087,0.00016213,6.2667e-16,-0.18971,1,4.5812,4.5812,0,0
1.6081,0.00016227,6.5449e-16,-0.18877,1,4.5872,4.5872,0,0
1.6075,0.00016241,8.0557e-16,-0.18783,1,4.5933,4.5933,0,0
1.6069,0.00016255,7.631e-16,-0.18688,1,4.5993,4.5993,0,0
1.6063,0.00016268,5.681e-16,-0.18594,1,4.6053,4.6053,0,0
1.6058,0.0001628,7.6285e-16,-0.18499,1,4.6113,4.6113,0,0
1.6052,0.00016292,7.811e-16,-0.18404,1,4.6173,4.6173,0,0
1.6046,0.00016303,6.847e-16,-0.1831,1,4.6234,4.6234,0,0
1.604,0.00016314,6.7788e-16,-0.18215,1,4.6294,4.6294,0,0
1.6034,0.00016325,6.7588e-16,-0.18121,1,4.6354,4.6354,0,0
1.6028,0.00016335,7.1875e-16,-0.18026,1,4.6414,4.6414,0,0
1.6022,0.00016344,5.6458e-16,-0.17931,1,4.6474,4.6474,0,0
1.6016,0.00016353,4.4112e-16,-0.17836,1,4.6535,4.6535,0,0
1.601,0.00016362,5.891e-16,-0.17742,1,4.6595,4.6595,0,0
1.6004,0.0001637,4.9942e-16,-0.17647,1,4.6655,4.6655,0,0
1.5999,0.00016377,4.1068e-16,-0.17552,1,4.6715,4.6715,0,0
1.5993,0.00016384,4.6696e-16,-0.17457,1,4.6775,4.6775,0,0
1.5987,0.00016391,5.3602e-16,-0.17362,1,4.6836,4.6836,0,0
1.5981,0.00016397,5.9427e-16,-0.17268,1,4.6896,4.6896,0,0
1.5975,0.00016403,6.669e-16,-0.17173,1,4.6956,4.6956,0,0
1.5969,0.00016408,7.5789e-16,-0.17078,1,4.7016,4.7016,0,0
1.5963,0.00016412,7.2552e-16,-0.16983,1,4.7076,4.7076,0,0
1.5957,0.00016417,6.2871e-16,-0.16888,1,4.7137,4.7137,0,0
1.5951,0.0001642,5.7359e-16,-0.16794,1,4.7197,4.7197,0,0
1.5945,0.00016424,5.6324e-16,-0.16699,1,4.7257,4.7257,0,0
1.5939,0.00016426,6.7887e-16,-0.16604,1,4.7317,4.7317,0,0
1.5933,0.00016429,7.5373e-16,-0.16509,1,4.7377,4.7377,0,0
1.5927,0.00016431,8.2407e-16,-0.16415,1,4.7438,4.7438,0,0
1.5921,0.00016432,7.1922e-16,-0.1632,1,4.7498,4.7498,0,0
1.5916,0.00016433,6.4789e-16,-0.16225,1,4.7558,4.7558,0,0
1.591,0.00016433,7.5335e-16,-0.16131,1,4.7618,4.7618,0,0
1.5904,0.00016433,7.1704e-16,-0.16036,1,4.7678,4.7678,0,0
1.5898,0.00016433,6.7828e-16,-0.15942,1,4.7739,4.7739,0,0
1.5892,0.00016432,7.3198e-16,-0.15847,1,4.7799,4.7799,0,0
1.5886,0.0001643,7.3997e-16,-0.15753,1,4.7859,4.7859,0,0
1.588,0.00016428,7.6288e-16,-0.15658,1,4.7919,4.7919,0,0
1.5874,0.00016426,7.2905e-16,-0.15564,1,4.7979,4.7979,0,0
1.5868,0.00016423,6.2302e-16,-0.15469,1,4.804,4.804,0,0
1.5862,0.0001642,6.7474e-16,-0.15375,1,4.81,4.81,0,0
1.5856,0.00016416,7.0374e-16,-0.15281,1,4.816,4.816,0,0
1.585,0.00016412,6.9713e-16,-0.15187,1,4.822,4.822,0,0
1.5844,0.00016407,6.4594e-16,-0.15093,1,4.828,4.828,0,0
1.5838,0.00016402,7.0756e-16,-0.14999,1,4.8341,4.8341,0,0
1.5832,0.00016396,7.0013e-16,-0.14905,1,4.8401,4.8401,0,0
1.5826,0.0001639,6.6878e-16,-0.14811,1,4.8461,4.8461,0,0
1.5821,0.00016383,6.6611e-16,-0.14717,1,4.8521,4.8521,0,0
1.5815,0.00016376,6.7918e-16,-0.14623,1,4.8581,4.8581,0,0
1.5809,0.00016369,5.906e-16,-0.14529,1,4.8642,4.8642,0,0
1.5803,0.00016361,6.2122e-16,-0.14436,1,4.8702,4.8702,0,0
1.5797,0.00016352,6.4802e-16,-0.14342,1,4.8762,4.8762,0,0
1.5791,0.00016344,6.2282e-16,-0.14249,1,4.8822,4.8822,0,0
1.5785,0.00016334,6.1361e-16,-0.14155,1,4.8882,4.8882,0,0
1.5779,0.00016324,6.0972e-16,-0.14062,1,4.8943,4.8943,0,0
1.5773,0.00016314,6.3652e-16,-0.13969,1,4.9003,4.9003,0,0
1.5767,0.00016303,7.003e-16,-0.13876,1,4.9063,4.9063,0,0
1.5762,0.00016292,7.0557e-16,-0.13782,1,4.9123,4.9123,0,0
1.5756,0.00016281,6.8234e-16,-0.1369,1,4.9183,4.9183,0,0
1.575,0.00016268,6.5653e-16,-0.13597,1,4.9244,4.9244,0,0
1.5744,0.00016256,6.2403e-16,-0.13504,1,4.9304,4.9304,0,0
1.5738,0.00016243,6.6849e-16,-0.13411,1,4.9364,4.9364,0,0
1.5732,0.00016229,7.1128e-16,-0.13319,1,4.9424,4.9424,0,0
1.5726,0.00016215,7.1002e-16,-0.13226,1,4.9484,4.9484,0,0
1.572,0.00016201,7.0024e-16,-0.13134,1,4.9545,4.9545,0,0
1.5715,0.00016186,7.363e-16,-0.13042,1,4.9605,4.9605,0,0
1.5709,0.00016171,7.3175e-16,-0.1295,1,4.9665,4.9665,0,0
1.5703,0.00016155,7.0111e-16,-0.12858,1,4.9725,4.9725,0,0
1.5697,0.00016139,6.3743e-16,-0.12766,1,4.9785,4.9785,0,0
1.5691,0.00016122,6.5742e-16,-0.12674,1,4.9846,4.9846,0,0
1.5685,0.00016105,7.0069e-16,-0.12583,1,4.9906,4.9906,0,0
1.568,0.00016087,6.6735e-16,-0.12491,1,4.9966,4.9966,0,0
1.5674,0.00016069,6.3664e-16,-0.124,1,5.0026,5.0026,0,0
1.5668,0.00016051,6.483e-16,-0.12308,1,5.0086,5.0086,0,0
1.5662,0.00016032,6.8738e-16,-0.12217,1,5.0147,5.0147,0,0
1.5656,0.00016012,7.0604e-16,-0.12126,1,5.0207,5.0207,0,0
1.5651,0.00015992,7.0524e-16,-0.12036,1,5.0267,5.0267,0,0
1.5645,0.00015972,7.0998e-16,-0.11945,1,5.0327,5.0327,0,0
1.5639,0.00015951,7.2963e-16,-0.11854,1,5.0387,5.0387,0,0
1.5633,0.0001593,6.7035e-16,-0.11764,1,5.0448,5.0448,0,0
1.5628,0.00015908,6.7915e-16,-0.11674,1,5.0508,5.0508,0,0
1.5622,0.00015886,7.0501e-16,-0.11584,1,5.0568,5.0568,0,0
1.5616,0.00015863,6.3117e-16,-0.11494,1,5.0628,5.0628,0,0
1.561,0.0001584,6.6769e-16,-0.11404,1,5.0688,5.0688,0,0
1.5605,0.00015817,6.8596e-16,-0.11314,1,5.0749,5.0749,0,0
1.5599,0.00015792,6.4554e-16,-0.11225,1,5.0809,5.0809,0,0
1.5593,0.00015768,6.8523e-16,-0.11136,1,5.0869,5.0869,0,0
1.5588,0.00015743,7.2294e-16,-0.11047,1,5.0929,5.0929,0,0
1.5582,0.00015718,6.4797e-16,-0.10958,1,5.0989,5.0989,0,0
1.5576,0.00015692,6.3032e-16,-0.10869,1,5.105,5.105,0,0
1.5571,0.00015665,6.8414e-16,-0.1078,1,5.111,5.111,0,0
1.5565,0.00015639,6.4431e-16,-0.10692,1,5.117,5.117,0,0
1.5559,0.00015611,6.2616e-16,-0.10604,1,5.123,5.123,0,0
1.5554,0.00015584,6.3671e-16,-0.10515,1,5.129,5.129,0,0
1.5548,0.00015556,6.6327e-16,-0.10427,1,5.1351,5.1351,0,0
1.5542,0.00015527,6.9181e-16,-0.1034,1,5.1411,5.1411,0,0
1.5537,0.00015498,6.6679e-16,-0.10252,1,5.1471,5.1471,0,0
1.5531,0.00015469,6.6479e-16,-0.10165,1,5.1531,5.1531,0,0
1.5526,0.00015439,6.7944e-16,-0.10078,1,5.1591,5.1591,0,0
1.552,0.00015408,6.4572e-16,-0.099907,1,5.1652,5.1652,0,0
1.5514,0.00015377,6.5438e-16,-0.099039,1,5.1712,5.1712,0,0
1.5509,0.00015346,6.6301e-16,-0.098173,1,5.1772,5.1772,0,0
1.5503,0.00015314,6.5569e-16,-0.097309,1,5.1832,5.1832,0,0
1.5498,0.00015282,6.9382e-16,-0.096447,1,5.1892,5.1892,0,0
1.5492,0.0001525,7.6867e-16,-0.095587,1,5.1953,5.1953,0,0
1.5487,0.00015217,7.597e-16,-0.094729,1,5.2013,5.2013,0,0
1.5481,0.00015183,7.212e-16,-0.093873,1,5.2073,5.2073,0,0
1.5476,0.00015149,7.1643e-16,-0.09302,1,5.2133,5.2133,0,0
1.547,0.00015115,8.0192e-16,-0.092168,1,5.2193,5.2193,0,0
1.5465,0.0001508,7.2915e-16,-0.091318,1,5.2254,5.2254,0,0
1.5459,0.00015045,6.1676e-16,-0.090471,1,5.2314,5.2314,0,0
1.5454,0.00015009,6.4652e-16,-0.089626,1,5.2374,5.2374,0,0
1.5449,0.00014973,6.4734e-16,-0.088783,1,5.2434,5.2434,0,0
1.5443,0.00014937,6.7295e-16,-0.087942,1,5.2494,5.2494,0,0
1.5438,0.000149,7.0036e-16,-0.087103,1,5.2555,5.2555,0,0
1.5432,0.00014862,6.4546e-16,-0.086267,1,5.2615,5.2615,0,0
1.5427,0.00014825,6.4931e-16,-0.085433,1,5.2675,5.2675,0,0
1.5422,0.00014787,6.1379e-16,-0.084601,1,5.2735,5.2735,0,0
1.5416,0.00014748,6.158e-16,-0.083771,1,5.2795,5.2795,0,0
1.5411,0.00014709,6.8601e-16,-0.082944,1,5.2856,5.2856,0,0
1.5406,0.0001467,6.216e-16,-0.082119,1,5.2916,5.2916,0,0
1.54,0.0001463,5.6233e-16,-0.081297,1,5.2976,5.2976,0,0
1.5395,0.0001459,5.8207e-16,-0.080477,1,5.3036,5.3036,0,0
1.539,0.0001455,5.835e-16,-0.079659,1,5.3096,5.3096,0,0
1.5385,0.00014509,5.6058e-16,-0.078844,1,5.3157,5.3157,0,0
1.5379,0.00014468,6.0005e-16,-0.078031,1,5.3217,5.3217,0,0
1.5374,0.00014426,6.2294e-16,-0.077221,1,5.3277,5.3277,0,0
1.5369,0.00014384,5.8508e-16,-0.076413,1,5.3337,5.3337,0,0
1.5364,0.00014342,6.1564e-16,-0.075608,1,5.3397,5.3397,0,0
1.5359,0.000143,5.9597e-16,-0.074805,1,5.3458,5.3458,0,0
1.5353,0.00014257,7.1149e-16,-0.074004,1,5.3518,5.3518,0,0
1.5348,0.00014214,8.5186e-16,-0.073207,1,5.3578,5.3578,0,0
1.5343,0.0001417,8.4925e-16,-0.072411,1,5.3638,5.3638,0,0
1.5338,0.00014127,8.0566e-16,-0.071618,1,5.3698,5.3698,0,0
1.5333,0.00014083,7.5899e-16,-0.070828,1,5.3759,5.3759,0,0
1.5328,0.00014038,7.4613e-16,-0.070041,1,5.3819,5.3819,0,0
1.5323,0.00013994,7.2723e-16,-0.069256,1,5.3879,5.3879,0,0
1.5318,0.00013949,7.1051e-16,-0.068474,1,5.3939,5.3939,0,0
1.5313,0.00013904,7.1067e-16,-0.067694,1,5.3999,5.3999,0,0
1.5308,0.00013859,6.9578e-16,-0.066917,1,5.406,5.406,0,0
1.5303,0.00013814,6.6843e-16,-0.066143,1,5.412,5.412,0,0
1.5298,0.00013768,6.4293e-16,-0.065371,1,5.418,5.418,0,0
1.5293,0.00013723,6.4111e-16,-0.064602,1,5.424,5.424,0,0
1.5288,0.00013677,6.4643e-16,-0.063836,1,5.43,5.43,0,0
1.5283,0.00013631,6.3056e-16,-0.063072,1,5.4361,5.4361,0,0
1.5278,0.00013585,6.5056e-16,-0.062312,1,5.4421,5.4421,0,0
1.5273,0.00013539,6.1722e-16,-0.061554,1,5.4481,5.4481,0,0
1.5268,0.00013493,6.3272e-16,-0.060798,1,5.4541,5.4541,0,0
1.5263,0.00013447,6.5796e-16,-0.060045,1,5.4601,5.4601,0,0
1.5258,0.00013401,6.4888e-16,-0.059296,1,5.4662,5.4662,0,0
1.5254,0.00013354,6.122e-16,-0.058548,1,5.4722,5.4722,0,0
1.5249,0.00013308,7.3617e-16,-0.057804,1,5.4782,5.4782,0,0
1.5244,0.00013262,7.4473e-16,-0.057062,1,5.4842,5.4842,0,0
1.5239,0.00013216,7.2717e-16,-0.056323,1,5.4902,5.4902,0,0
1.5235,0.0001317,7.2758e-16,-0.055587,1,5.4963,5.4963,0,0
1.523,0.00013124,6.9822e-16,-0.054854,1,5.5023,5.5023,0,0
1.5225,0.00013078,6.9752e-16,-0.054123,1,5.5083,5.5083,0,0
1.522,0.00013033,6.9837e-16,-0.053395,1,5.5143,5.5143,0,0
1.5216,0.00012988,6.5901e-16,-0.05267,1,5.5203,5.5203,0,0
1.5211,0.00012942,6.2968e-16,-0.051948,1,5.5264,5.5264,0,0
1.5206,0.00012898,6.6226e-16,-0.051228,1,5.5324,5.5324,0,0
1.5202,0.00012853,6.6018e-16,-0.050511,1,5.5384,5.5384,0,0
1.5197,0.00012809,6.2688e-16,-0.049797,1,5.5444,5.5444,0,0
1.5192,0.00012765,6.2352e-16,-0.049085,1,5.5504,5.5504,0,0
1.5188,0.00012721,6.2313e-16,-0.048377,1,5.5565,5.5565,0,0
1.5183,0.00012678,6.1066e-16,-0.047671,1,5.5625,5.5625,0,0
1.5179,0.00012635,6.1118e-16,-0.046967,1,5.5685,5.5685,0,0
1.5174,0.00012592,6.0464e-16,-0.046266,1,5.5745,5.5745,0,0
1.5169,0.0001255,6.0818e-16,-0.045568,1,5.5805,5.5805,0,0
1.5165,0.00012509,6.0164e-16,-0.044873,1,5.5866,5.5866,0,0
1.516,0.00012468,6.0094e-16,-0.04418,1,5.5926,5.5926,0,0
1.5156,0.00012427,6.0395e-16,-0.04349,1,5.5986,5.5986,0,0
1.5151,0.00012387,6.9942e-16,-0.042802,1,5.6046,5.6046,0,0
1.5147,0.00012348,6.5645e-16,-0.042117,1,5.6106,5.6106,0,0
1.5143,0.00012309,6.3956e-16,-0.041435,1,5.6167,5.6167,0,0
1.5138,0.00012271,6.4369e-16,-0.040755,1,5.6227,5.6227,0,0
1.5134,0.00012233,6.3557e-16,-0.040078,1,5.6287,5.6287,0,0
1.5129,0.00012196,6.2905e-16,-0.039403,1,5.6347,5.6347,0,0
1.5125,0.0001216,6.4824e-16,-0.038731,1,5.6407,5.6407,0,0
1.512,0.00012124,6.244e-16,-0.038061,1,5.6468,5.6468,0,0
1.5116,0.00012089,5.9492e-16,-0.037393,1,5.6528,5.6528,0,0
1.5112,0.00012055,5.796e-16,-0.036728,1,5.6588,5.6588,0,0
1.5107,0.00012022,5.7218e-16,-0.036065,1,5.6648,5.6648,0,0
1.5103,0.00011989,5.7351e-16,-0.035405,1,5.6708,5.6708,0,0
1.5099,0.00011957,5.8081e-16,-0.034747,1,5.6769,5.6769,0,0
1.5094,0.00011925,5.797e-16,-0.034091,1,5.6829,5.6829,0,0
1.509,0.00011894,5.7984e-16,-0.033438,1,5.6889,5.6889,0,0
1.5086,0.00011864,5.8e-16,-0.032786,1,5.6949,5.6949,0,0
1.5082,0.00011835,5.6333e-16,-0.032137,1,5.7009,5.7009,0,0
1.5077,0.00011807,5.4593e-16,-0.03149,1,5.707,5.707,0,0
1.5073,0.00011779,5.5793e-16,-0.030846,1,5.713,5.713,0,0
1.5069,0.00011752,5.6081e-16,-0.030203,1,5.719,5.719,0,0
1.5064,0.00011725,5.7633e-16,-0.029562,1,5.725,5.725,0,0
1.506,0.000117,6.5271e-16,-0.028924,1,5.731,5.731,0,0
1.5056,0.00011675,6.2644e-16,-0.028287,1,5.7371,5.7371,0,0
1.5052,0.0001165,6.116e-16,-0.027653,1,5.7431,5.7431,0,0
1.5048,0.00011627,6.019e-16,-0.02702,1,5.7491,5.7491,0,0
1.5043,0.00011604,5.9811e-16,-0.026389,1,5.7551,5.7551,0,0
1.5039,0.00011581,5.8347e-16,-0.025761,1,5.7611,5.7611,0,0
1.5035,0.0001156,5.6874e-16,-0.025134,1,5.7672,5.7672,0,0
1.5031,0.00011538,5.6361e-16,-0.024508,1,5.7732,5.7732,0,0
1.5027,0.00011518,5.6417e-16,-0.023885,1,5.7792,5.7792,0,0
1.5023,0.00011498,5.6423e-16,-0.023263,1,5.7852,5.7852,0,0
1.5018,0.00011478,5.4222e-16,-0.022643,1,5.7912,5.7912,0,0
1.5014,0.0001146,5.3516e-16,-0.022025,1,5.7973,5.7973,0,0
1.501,0.00011441,5.3991e-16,-0.021409,1,5.8033,5.8033,0,0
1.5006,0.00011423,5.3977e-16,-0.020794,1,5.8093,5.8093,0,0
1.5002,0.00011406,5.3492e-16,-0.02018,1,5.8153,5.8153,0,0
1.4998,0.00011389,5.3238e-16,-0.019568,1,5.8213,5.8213,0,0
1.4994,0.00011372,5.1596e-16,-0.018958,1,5.8274,5.8274,0,0
1.499,0.00011356,5.0905e-16,-0.018349,1,5.8334,5.8334,0,0
1.4985,0.00011341,5.1131e-16,-0.017742,1,5.8394,5.8394,0,0
1.4981,0.00011325,4.9884e-16,-0.017136,1,5.8454,5.8454,0,0
1.4977,0.0001131,5.1722e-16,-0.016531,1,5.8514,5.8514,0,0
1.4973,0.00011296,5.527e-16,-0.015928,1,5.8575,5.8575,0,0
1.4969,0.00011282,5.4415e-16,-0.015326,1,5.8635,5.8635,0,0
1.4965,0.00011268,5.3747e-16,-0.014725,1,5.8695,5.8695,0,0
1.4961,0.00011255,5.2963e-16,-0.014126,1,5.8755,5.8755,0,0
1.4957,0.00011242,5.2313e-16,-0.013528,1,5.8815,5.8815,0,0
1.4953,0.00011229,5.1352e-16,-0.012931,1,5.8876,5.8876,0,0
1.4949,0.00011217,4.9907e-16,-0.012335,1,5.8936,5.8936,0,0
1.4945,0.00011205,5.0013e-16,-0.01174,1,5.8996,5.8996,0,0
1.4941,0.00011193,5.0189e-16,-0.011146,1,5.9056,5.9056,0,0
1.4937,0.00011183,4.9483e-16,-0.010554,1,5.9116,5.9116,0,0
1.4933,0.00011172,4.8232e-16,-0.0099622,1,5.9177,5.9177,0,0
1.4929,0.00011162,4.774e-16,-0.0093715,1,5.9237,5.9237,0,0
1.4925,0.00011153,4.7456e-16,-0.0087817,1,5.9297,5.9297,0,0
1.492,0.00011143,4.6758e-16,-0.0081928,1,5.9357,5.9357,0,0
1.4916,0.00011135,4.6723e-16,-0.0076048,1,5.9417,5.9417,0,0
1.4912,0.00011127,4.6388e-16,-0.0070175,1,5.9478,5.9478,0,0
1.4908,0.00011119,4.5603e-16,-0.006431,1,5.9538,5.9538,0,0
1.4904,0.00011114,4.5338e-16,-0.0058453,1,5.9598,5.9598,0,0
1.49,0.00011106,4.5381e-16,-0.0052602,1,5.9658,5.9658,0,0
1.4896,0.00011102,4.4687e-16,-0.0046758,1,5.9718,5.9718,0,0
1.4892,0.00011098,4.5089e-16,-0.0040919,1,5.9779,5.9779,0,0
1.4888,0.00011093,4.5171e-16,-0.0035086,1,5.9839,5.9839,0,0
1.4884,0.00011093,4.4601e-16,-0.0029256,1,5.9899,5.9899,0,0
1.488,0.00011089,4.4131e-16,-0.0023434,1,5.9959,5.9959,0,0
1.4876,0.00011091,4.3809e-16,-0.0017612,1,6.0019,6.0019,0,0
1.4872,0.00011089,4.3467e-16,-0.001179,1,6.008,6.008,0,0
1.4868,0.00011095,4.309e-16,-0.00059615,1,6.014,6.014,0,0
1.4864,0.00011077,4.2716e-16,0,1,6.02,6.02,0,0
